Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Thu, 03 Aug 2023 19:56:49 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1999-0202-FRA,1999,0202,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,Paris,,,,,,,,,Kph,,,,,1999,5,30,1999,5,30,3,20,100000,,100020,,,,,,,56.91858704,,,,
1999-0643-FRA,1999,0643,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Doubs,,,,,,,,,Km2,,,,,1999,2,,1999,2,,,,,,,,,,,,,56.91858704,,,,
2000-0636-FRA,2000,0636,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,"Montpellier city (Herault district, Languedoc-Rousillon province), Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d'Azur province)",,,,,,,,100,Kph,,,,,2000,9,19,2000,9,19,6,7,,200,207,,,,,,,58.84064849,2,,16287;16322,"Bouches-du-Rhone, Herault (Adm2)."
2000-0356-FRA,2000,0356,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Haute-Garonne, Tar-et-Garonne (Midi-Pyrenee)",,,,,,,,30,Km2,,,,,2000,6,10,2000,6,10,1,,200,,200,,,,,,,58.84064849,2,,16301;16305,"Haute-Garonne, Tarn-et-Garonne (Adm2)."
2000-0357-FRA,2000,0357,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Dieppe municipality (Seine-Maritime district, Haute-Normandie province)",,,,,,,,,Km2,,,,,2000,5,,2000,5,,2,10,,,10,,,,,,,58.84064849,2,,16277,Seine-Maritime (Adm2).
2000-0775-FRA,2000,0775,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Epaux-Bézu, Coincy villages (Aisne district, Picardie province)",,,,,,,,,Km2,,,,,2000,7,10,2000,7,10,1,,600,,600,,,,,,,58.84064849,2,,16321,Alpes-maritimes (Adm2).
2000-0792-FRA,2000,0792,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Yvelines district (Ile-de-France province),,,,,,,,,Km2,,,,,2000,12,2,2000,12,2,,,600,,600,,,,,,,58.84064849,2,,16285,Yvelines (Adm2).
2000-0812-FRA,2000,0812,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Finistère, Morbihan districts (Bretagne province)",,,,,,,,,Km2,,,,,2000,12,13,2000,12,13,,,600,,600,,,,,,,58.84064849,2,,16257;16259,"Finistere, Morbihan (Adm2)."
2000-0870-FRA,2000,0870,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Alpes-maritimes district (Provence-Alpes-Cote-d'Azure province),,,,,,,,,Km2,,,,,2000,11,,2000,11,,1,2,300,,302,,,,,,,58.84064849,2,,16321,Alpes-maritimes (Adm2).
2001-0066-FRA,2001,0066,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Morbihan, Finistère districts (Bretagne province); Redon, Guipry cities (Ille-et-Vilaine district), Quimperlé, Quimper cities (Finistere district) (Bretagne province), Caen, Louvigny cities (Calvados district, Basse-Normandie province)",Brief torrential rain,,,,,,,,Km2,,,,,2001,1,5,2001,1,7,,,390,,390,,,,,,,60.50357889,2,,16249;16257;16258;16259,"Calvados, Finistere, Ille-et-Vilaine, Morbihan (Adm2)."
2001-0324-FRA,2001,0324,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,"Strasbourg city (Bas-Rhin district, Alsace province)",,,,,,,,149,Kph,,,,,2001,7,6,2001,7,6,12,85,,,85,,,,,,,60.50357889,2,,16238,Bas-Rhin (Adm2).
2001-0583-FRA,2001,0583,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,"Villeneuve-les-Maguelone city (Hérault district, Languedoc-Rousillon province), Loriol city (Haute-Loire district, Auvergne province)",,,,,,,,,Kph,,,,,2001,10,20,2001,10,21,2,35,300,,335,,,,,,,60.50357889,2,,16247;16287,"Haute-Loire, Herault (Adm2)."
2001-0193-FRA,2001,0193,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Calvados district (Basse-Normandie province), Seine-Maritime, Eure districts (Haute-Normandie province), Meuse district (Lorraine province), Haute-Marne district (Champagne-Ardenne province), Rhone district (Rhone-Alpes province), Doubs district (Franche-Comte province), Oise district (Picardie province), Finistère, lle-et-Vilaine districts (Bretagne province) ; Mâcon, Chalon-sur-Saône cities (Saone-et-Loire district, Bourgogne province), Nantes city (Loire-Atlantique district, Pays-de-la-Loire province), Montbazon (Indre-et-Loire district, Centre province)",HEavy rain,,,,,,,78100,Km2,,,,"Saone, Seine, Rhone-Saone, Avre, Iton.",2001,3,21,2001,3,28,3,,8100,,8100,,,,,132350,218747,60.50357889,2,,16249;16254;16257;16258;16263;16268;16272;16276;16277;16295;16308;16314;16332,"Calvados, Doubs, Eure, Finistere, Haute-Marne, Ille-et-Vilaine, Indre-et-Loire, Loire-Atlantique, Meuse, Oise, Rhone, Saone-et-Loire, Seine-Maritime (Adm2)."
2001-0229-FRA,2001,0229,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Abbeville, Amiens cities (Somme district, Picardie province)",Heavy rain,,,,,,,9210,Km2,,,,Somme River,2001,4,7,2001,5,2,,,7371,,7371,,,,,,,60.50357889,2,,16315,Somme (Adm2).
2001-0323-FRA,2001,0323,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Lot district (Midi-Pyrenees province), Dordogne district (Aquitaine), Corrèze district (Limousin province) (Sud-Ouest)",,,,,,,,,Km2,,,,,2001,7,4,2001,7,4,,1,720,,721,,,,,,,60.50357889,2,,16240;16291;16303,"Correze, Dordogne, Lot (Adm2)."
2001-0743-FRA,2001,0743,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Somme district (Picardie province),,,,,,,,,Km2,,,,,2001,7,8,2001,7,8,,,300,,300,,,,,,,60.50357889,2,,16315,Somme (Adm2).
2002-0553-FRA,2002,0553,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Urrugne, Hendaye, Saint-Jean-de-Luz cities (Pyrénées-Atlantique district, Aquitaine province), Saint-Anne-du-Castellet city (Var district, Provence-Alpes-Cote-d'Azure province), Sain-Martin-de-Seignanx, Béarn cities (Landes district, Aquitaine province); Pyrénée-Orientales district",,,,,,,,,Km2,,,,,2002,8,25,2002,8,25,,,800,,800,,,,,,,61.46318826,2,,16242;16244;16289;16324,"Landes, Pyrenees-Atlantique, Pyrenees-Orientales, Var (Adm2)."
2002-0574-FRA,2002,0574,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Gard, Hérault districts (Languedo-Rousillon province), Vaucluse dsitrict (Provence-Alpes-Cote-d'Azure province), Rhone, Drome, Ardeche districts (Languedoc-Rousillon province)",Heavy rains,,,,,,,10480,Km2,,,,,2002,9,8,2002,9,12,23,,2500,,2500,,,398000,647542,1190000,1936118,61.46318826,2,,16286;16287;16325;16327;16328;16332,"Ardeche, Drome, Gard, Herault, Rhone, Vaucluse (Adm2)."
2002-0673-FRA,2002,0673,,Natural,Meteorological,Storm,Extra-tropical storm,,Jeanett,France,FRA,Western Europe,Europe,"Eure district (Haute-Normandie province), Manche, Calvados districts (Basse-Normandie province), Pas-de-Calais district (Nord-Pas-de-Calais province), Somme district (Picardie province), Seine-Maritime district (Haute-Normandie province), Seine-Saint-Denis district (Ile-de-France province)",,,,,,,,,Kph,,,,,2002,10,27,2002,10,27,4,3,,,3,,,,,1000,1627,61.46318826,2,,16249;16250;16276;16277;16282;16307;16315,"Calvados, Eure, Manche, Pas-de-Calais, Seine-Maritime, Seine-Saint-Denis, Somme (Adm2)."
2002-0858-FRA,2002,0858,,Natural,Biological,Epidemic,Viral disease,,Acute respiratory syndrome (SARS),France,FRA,Western Europe,Europe,,,,,,No,No,,,Vaccinated,,,,,2003,3,21,2003,6,3,1,,6,,6,,,,,,,61.46318826,,,,
2002-0012-FRA,2002,0012,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Vosges, Moselle district (Lorraine province), Haute-Marne district (Champagne-Ardenne province)",,,,,,,,,Km2,,,,,2002,1,,2002,1,,,,180,,180,,,,,,,61.46318826,2,,16268;16296;16297,"Haute-Marne, Moselle, Vosges (Adm2)."
2002-0712-FRA,2002,0712,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Var, Vaucluse districts (Provence-Alpes-Cote-d'Azure province)",,,,,,,,,Kph,,,,,2002,11,18,2002,11,18,1,,250,,250,,,,,,,61.46318826,2,,16324;16325,"Var, Vaucluse (Adm2)."
2003-0001-FRA,2003,0001,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Lisieux city (Calvados district, Basse-Normandie province) ; Ardennes district (Champagne-Ardenne province), Oise, Aisnes districts (Picardie province)",Heavy rains,,,,,,,,Km2,,,,"Seine, Oise, Aisnes",2003,1,1,2003,1,8,1,,,,,,,,,,,62.8584595,2,,16249;16266;16313;16314,"Aisne, Ardennes, Calvados, Oise (Adm2)."
2003-0003-FRA,2003,0003,,Natural,Meteorological,Storm,Extra-tropical storm,,Calvann,France,FRA,Western Europe,Europe,"Alsace, Champagne-Ardenne, Franche-Comte, Lorraine provinces (Nord-East region)",,,,,,,,,Kph,,,,,2003,1,2,2003,1,3,1,,,,,,,,,50,80,62.8584595,1,1248;1255;1257;1263,,"Alsace, Champagne-Ardenne, Franche-Comte, Lorraine (Adm1)."
2003-0395-FRA,2003,0395,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Maine-et-Loire district (Pays-de-la-Loire province), Landes, Gironde districts (Aquitaire province), Charente-Maritime, Vienne districts (Poitou-Charentes province)",,Hail,Rain,,,,,160,Kph,,,,,2003,7,15,2003,7,15,5,70,,,70,,,,,,,62.8584595,2,,16241;16242;16309;16317;16319,"Charente-Maritime, Gironde, Landes, Maine-et-Loire, Vienne (Adm2)."
2003-0586-FRA,2003,0586,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Herault, Gard districts (Langedoc-Rousillon province), Bouches-du-Rhone, Vaucluse districts (Provende-Alpes-Cote-d'Azure province) (South and East)","Heavy rains, high winds","Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Rhone river,2003,12,2,2003,12,3,9,,27000,,27000,,,1010000,1606785,1500000,2386314,62.8584595,2,,16286;16287;16322;16325,"Bouches-du-Rhone, Gard, Herault, Vaucluse (Adm2)."
2003-0391-FRA,2003,0391,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,Drought,,,,,,43,°C,,,,,2003,8,1,2003,8,20,19490,,,,,,,,,4400000,6999853,62.8584595,1,1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270,,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2003-0365-FRA,2003,0365,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,"Massif des Maures mountain (Var district, Provence-Alpes-Cote-d'Azur province)","Drought, man",,,,,,,180,Km2,,,,,2003,7,28,2003,7,30,5,4,3000,,3004,,,,,,,62.8584595,2,,16324,Var (Adm2).
2004-0427-FRA,2004,0427,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Alpes-maritimes, Var, Bouches-du-Rhone districts (Provence-Alpes-Cote-d'Azur province), Gard, Aude, Herault, Pyrenees-Orientales districts (Languedoc-Rousillon province) (Region Méditérranéenne), Aveyron, Lot districts (Midi-Pyrenees province), Lozère district (Langedoc-Rousillon province), Cantal, Haute-Loire, Puy-de-Dôme, Allier districts (Auvergne province), Loire district (Rhone-Alpes province), Creuse, Haute-Vienne, Corrèze districts (Limousin province) (Massif Central)",,Rain,,,,,,,Kph,,,,,2004,8,17,2004,8,18,11,,,,,,,,,,,64.54132928,2,,16245;16246;16247;16248;16288;16291;16292;16293;16299;16303;16331,"Allier, Aveyron, Cantal, Correze, Creuse, Haute-Loire, Haute-Vienne, Loire, Lot, Lozere, Puy-de-Dome (Adm2)."
2005-0516-FRA,2005,0516,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Hérault, Gard districts (Languedoc-Rousillon province), Alpes-Maritimes district (Provence-Alpes-Cote-d'Azur province)",Violent thunderstorms,"Slide (land, mud, snow, rock)",,,,,,9810,Km2,,,,,2005,9,7,2005,9,9,1,,3000,,3000,,,,,,,66.73105799,2,,16286;16287;16321,"Alpes-maritimes, Gard, Herault (Adm2)."
2005-0655-FRA,2005,0655,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,Snow/ice,,,,,,,°C,,,,,2005,11,23,2005,11,27,6,,,,,,,,,,,66.73105799,1,1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270,,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2005-0713-FRA,2005,0713,,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,France,FRA,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes provinces",,Snow/ice,,,,,,,°C,,,,,2005,12,27,2005,12,30,2,,,,,,,,,,,66.73105799,1,1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270,,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2005-0647-FRA,2005,0647,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Perpignan city (Pyrenees-Orientales district, Languedoc-Rousillon province)",Heavy rains,,,,,,,2000,Km2,,,,"Augly, Verdouble",2005,11,15,2005,11,17,2,,1000,,1000,,,,,,,66.73105799,2,,16289,Pyrenees-Orientales (Adm2).
2005-0367-FRA,2005,0367,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,"Gardanne, Aix en Provence, Meyreuil, Lançon-de-Provence, Val-de-Cibourg (Bouches du Rhone), Calvi, Calenzana, Haut Nebbio, Pieve, Vallecalle, Murato, Montemaggiore, Montegrosso, Zilia, Avapessa et Aregno (Haute Corse), Saint-Zacharie, Draguignan, Saint-Tropez, Vidauban, Muy (Var) , Meze (Herault)",,,,,,,,36,Km2,,,,,2005,6,20,2005,8,26,2,,,,,,,,,10000,14986,66.73105799,2,,16271;16287;16322;16324,"Bouches-du-Rhone, Haute-Corse, Herault, Var (Adm2)."
2006-0124-FRA,2006,0124,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Provence-Alpes-Cote-d'Azur, Franche-Comte, Rhone-Alpes, Lorraine, Alsace provinces",,Cold wave,,,,,,,Kph,,,,,2006,3,,2006,3,,4,,,,,,,,,,,68.88375871,1,1248;1257;1263;1269;1270,,"Alsace, Franche-Comte, Lorraine, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2006-0573-FRA,2006,0573,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,"Vendée district (Pays de Loire province), Doubs, Jura (Franche-Comte province) ; Bretagne, Pays de Loire, Auvergne provinces",,Flood,,,,,,133,Kph,,,,,2006,10,23,2006,10,24,1,2,600,,602,,,,,,,68.88375871,1;2,1250;1253;1266,16272;16274,"Auvergne, Bretagne, Pays-de-la-Loire (Adm1). Doubs, Jura (Adm2)."
2006-0383-FRA,2006,0383,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,,,,,,,37,°C,,,,,2006,7,15,2006,7,23,1388,,,,,,,,,,,68.88375871,1,1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270,,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2007-0037-FRA,2007,0037,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,France,FRA,Western Europe,Europe,"Poitou-Charentes, Aquitaine, Midi-Pyrenees, Languedoc-Rousillon, Limousin provinces (South-West)",,,,,,,,,Kph,,,,,2007,1,23,2007,1,26,1,,,,,,,,,,,70.8487927,1,1249;1260;1262;1264;1268,,"Aquitaine, Languedoc-Rousillon, Limousin, Midi-Pyrenees, Poitou-Charentes (Adm1)."
2007-0019-FRA,2007,0019,,Natural,Meteorological,Storm,Extra-tropical storm,,Kyrill,France,FRA,Western Europe,Europe,"Alsace, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Franche-Comte, Haute-Normandie, Ile-de-France, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie provinces",,,,,,,,,Kph,,,,,2007,1,18,2007,1,18,3,,,,,,,130000,183489,250000,352864,70.8487927,1,1248;1251;1252;1253;1254;1255;1257;1258;1259;1263;1265;1266;1267,,"Alsace, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Franche-Comte, Haute-Normandie, Ile-de-France, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie (Adm1)."
2007-0170-FRA,2007,0170,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Pau city (Ossau valley, Pyrenees-Atlantique district, Aquitaine province)",,Flood,Hail,,,,,,Kph,43.3,-0.47,,,2007,5,25,2007,5,27,1,,900,,900,,,,,,,70.8487927,2,,16244,Pyrenees-Atlantique (Adm2).
2008-0237-FRA,2008,0237,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,France,FRA,Western Europe,Europe,"Avignon, Thor cities (Vaucluse distric, Provence-Alpes-Cote-d'Azur province), Saint-Martin de Vers, Saint-Sauveur-la-valléen cities (Lot), Roquefort (Aveyron) ; Ain district (Rhone-Alpes province) ; Bourgogne province",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2008,6,10,2008,6,10,,6,600,,606,,,,,,,73.56874554,1;2,1252,16299;16303;16325;16326,"Bourgogne (Adm1). Ain, Aveyron, Lot, Vaucluse (Adm2)."
2008-0165-FRA,2008,0165,,Natural,Meteorological,Storm,Convective storm,Severe storm,Johanna,France,FRA,Western Europe,Europe,"Basse-Normandie, Haute-Normandie, Picardie, Nord-Pas-de-Calais provinces (Northern)",,Flood,,,,,,155,Kph,,,,,2008,3,10,2008,3,10,2,,,,,,,,,,,73.56874554,1,1251;1258;1265;1267,,"Basse-Normandie, Haute-Normandie, Nord-Pas-de-Calais, Picardie (Adm1)."
2008-0321-FRA,2008,0321,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,"Hautmont city (Nord distric, Nord-Pas-de-Calais province)",,,,,,,,215,Kph,,,,,2008,8,3,2008,8,4,3,,1500,600,2100,,,60000,81556,80000,108742,73.56874554,2,,16306,Nord (Adm2).
2008-0633-FRA,2008,0633,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,"Ile-de-France, Nord-Pas-de-Calais, Provence-Alpes-Cote-d'Azur provinces",,,,,,,,,°C,,,,,2009,1,6,2009,1,8,2,,,,,,,,,,,73.56874554,1,1259;1265;1269,,"Ile-de-France, Nord-Pas-de-Calais, Provence-Alpes-Cote-d'Azur (Adm1)."
2009-0014-FRA,2009,0014,,Natural,Meteorological,Storm,Extra-tropical storm,,Klaus,France,FRA,Western Europe,Europe,"Landes, Pyrénées-Atlantiques, Lot-et-Garonne district (Aquitaine province), Hautes-Pyrénnées, Gers, Haute-Garonne (Midi-Pyrenées province), Aude, Pyrénnées Orientales (Languedoc-Rousillon province)",,Flood,"Slide (land, mud, snow, rock)",,,,,171,Kph,42.24,-2.6,,,2009,1,23,2009,1,26,11,,,,,,,2090000,2851017,3200000,4365193,73.30717672,2,,16242;16243;16244;16289;16290;16300;16301;16302,"Aude, Gers, Haute-Garonne, Hautes-Pyrenees, Landes, Lot-et-Garonne, Pyrenees-Atlantique, Pyrenees-Orientales (Adm2)."
2009-0029-FRA,2009,0029,,Natural,Meteorological,Extreme temperature,Severe winter conditions,Snow/Ice,,France,FRA,Western Europe,Europe,"Lyon city (Rhone district, Rhone-Alpes province)",,,,,,,,,°C,,,,,2009,1,14,2009,1,14,3,200,,,200,,,,,,,73.30717672,2,,16332,Rhone (Adm2).
2009-0571-FRA,2009,0571,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes provinces",,,,,,,,-24,°C,,,,,2009,12,18,2009,12,19,2,,,,,,,,,,,73.30717672,1,1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270,,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2009-0271-FRA,2009,0271,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,"Corse province, Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d'Azur province)",,,,,,,,,Km2,,,,,2009,7,,2009,7,,,,,,,,,,,,,73.30717672,1;2,1256,16322,Corse (Adm1). Bouches-du-Rhone (Adm2).
2010-0233-FRA,2010,0233,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Draguignan, Les Arcs, Figanières, Roquebrune sur Argens, Luo, Muy, Trans cities (Var distric, Provence-Alpes-Cote-d'Azur province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,7700,Km2,43.5,6.6,,,2010,6,15,2010,6,16,25,,,,,,,1070000,1436060,1500000,2013168,74.50944408,2,,16324,Var (Adm2).
2010-0088-FRA,2010,0088,,Natural,Meteorological,Storm,Extra-tropical storm,,Xynthia,France,FRA,Western Europe,Europe,"Charente-Maritime, Vienne, Deux-Sèvres districts (Poitou-Charentes province), Vendée district (Pays-de-la-Loire province)",,Flood,,,,Yes,,140,Kph,,,,,2010,2,28,2010,3,2,53,79,500000,,500079,,,2100000,2818435,4230000,5677133,74.50944408,2,,16312;16317;16318;16319,"Charente-Maritime, Deux-Sevres, Vendee, Vienne (Adm2)."
2010-0652-FRA,2010,0652,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,France,FRA,Western Europe,Europe,"Oise, Aisne districts (Picardie province), Ardennes, Aube, Marne districts (Champagne-Ardenne province), Loiret district (Centre province), Yonne district (Bourgogne province) (North departments), Aveyron, Lot, Tarn districts (Midi-Pyrenees province), Corrèze, Creuse districts (Limousin province), Pyrénées-Orientales (Languedoc-Rousillon province)",,,,,,,,,Kph,,,,,2010,12,23,2010,12,24,,,,,,,,,,,,74.50944408,2,,16255;16265;16266;16267;16269;16289;16291;16292;16299;16303;16304;16313;16314,"Aisne, Ardennes, Aube, Aveyron, Correze, Creuse, Loiret, Lot, Marne, Oise, Pyrenees-Orientales, Tarn, Yonne (Adm2)."
